Id,bldg_sf,total_baths,good_ament_ct,btm_5_nbrhd,newHome,neg_ovrll_cond,adj_ovr_qual,adj_lot_area,bad_ament_ct,abnormal_sale,outside_sf,two_plus_cr_garg,sgl_famly_hm,top_3_nbrhd,homeage,remodelage,lotfrontage,garagecars,bedroomsabvgr,saleprice,log_saleprice
482,3584,3.0,5,0,1,0,6,9799,0,0,255,1,0,1,3,2,72.0,3,2,374000,12.832011076396668
483,2736,2.5,3,1,0,0,4,1584,0,0,0,0,0,0,94,4,50.0,1,4,155000,11.951180395901384
484,2432,3.0,3,0,0,0,3,3159,1,0,125,1,1,0,8,8,32.0,2,2,164000,12.007621706806335
485,1998,2.0,1,0,0,0,2,6627,1,0,132,0,0,0,45,6,0.0,1,3,132500,11.794337924408413
486,2226,1.0,2,0,0,0,2,8287,0,0,200,0,0,0,59,2,80.0,1,3,147000,11.898187865760873
487,2146,2.5,0,0,0,0,2,9216,1,0,0,1,0,0,42,42,79.0,2,3,156000,11.957611286231675
488,2968,2.0,1,0,0,0,2,10355,0,0,404,1,0,0,36,36,70.0,2,3,175000,12.072541252905651
489,3368,2.0,1,1,0,1,2,8892,2,0,142,1,1,0,106,36,60.0,2,3,160000,11.982929094215963
490,1260,2.0,2,1,0,0,1,896,1,0,0,0,1,0,39,7,21.0,1,1,86000,11.362102575235644
491,1568,1.5,1,1,0,0,2,1884,0,0,165,0,1,0,32,32,0.0,1,3,115000,11.652687407345388
492,2384,2.0,1,0,0,0,3,8500,1,0,32,0,0,0,65,56,79.0,1,3,133000,11.79810440720389
493,2184,2.5,0,0,1,0,3,14850,1,0,0,1,0,0,0,0,105.0,2,3,172785,12.059803326028716
494,2538,1.5,0,0,0,0,2,6662,1,0,0,0,0,0,48,48,70.0,1,3,155000,11.951180395901384
495,1076,1.0,0,1,0,0,2,4654,2,0,244,0,0,0,71,13,50.0,1,2,91300,11.421906066583059
496,1440,1.0,0,1,0,0,1,6521,3,1,638,0,0,0,89,59,60.0,0,2,34900,10.460242108190519
497,6428,4.0,4,0,0,0,5,8834,0,0,630,1,0,1,15,14,0.0,2,4,430000,12.971540487669746
498,2846,3.0,1,0,0,0,4,7887,1,0,100,0,0,0,83,58,60.0,1,4,184000,12.122691036591123
499,1763,1.0,2,0,0,0,2,6837,1,0,64,0,0,0,42,5,65.0,1,3,130000,11.77528972943772
500,1824,1.5,0,0,0,0,2,6326,1,0,297,0,0,0,49,22,70.0,1,2,120000,11.695247021764184
501,1890,1.5,0,1,0,0,3,1046,1,0,172,0,1,0,34,34,21.0,1,3,113000,11.635143097694478
502,2634,2.5,2,0,1,0,4,8829,1,0,108,1,0,0,3,3,75.0,2,3,226700,12.33138283649562
503,2428,2.0,2,1,0,0,2,7772,1,0,184,1,0,0,42,42,70.0,2,2,140000,11.84939770159144
504,3302,3.0,1,0,0,0,4,13586,0,0,215,1,0,0,51,13,100.0,2,1,289000,12.57418196709457
505,2177,3.0,0,0,0,0,3,1193,0,0,260,1,1,0,35,35,24.0,2,3,147000,11.898187865760873
506,2920,2.0,0,1,0,0,2,6636,1,0,0,1,1,0,57,57,60.0,2,4,124500,11.732060994886899
507,2688,2.5,4,0,0,0,5,8226,0,0,263,1,0,0,13,12,80.0,2,3,215000,12.2783933071098
508,2436,2.0,3,0,1,0,3,6542,1,0,102,1,0,0,0,0,75.0,2,2,208300,12.246734627249063
509,2067,2.0,3,1,0,0,4,8795,0,0,116,1,0,0,80,3,60.0,2,3,161000,11.9891596439666
510,2082,2.0,1,0,0,0,2,8247,1,0,312,0,0,0,50,50,80.0,1,3,124500,11.732060994886899
511,2371,2.0,2,0,0,0,2,12662,0,0,534,0,0,0,58,9,75.0,1,2,164900,12.01309450854769
512,2736,2.0,3,0,1,0,4,5257,0,0,167,1,1,1,1,0,40.0,2,2,202665,12.219309648562168
513,1728,2.0,0,0,0,0,2,8236,1,0,0,1,0,0,48,48,70.0,2,3,129900,11.77452020265869
514,2164,1.5,0,0,0,0,3,7829,1,0,278,1,0,0,24,24,71.0,2,3,134000,11.805595078933049
515,1557,1.0,0,0,0,0,2,9693,2,0,112,0,0,0,81,57,55.0,1,2,96500,11.477298287327077
516,4026,3.5,5,0,1,0,7,9990,0,0,210,1,0,1,0,0,94.0,3,3,402861,12.906346868281233
517,2808,2.5,1,0,0,0,3,8966,0,1,104,1,0,0,37,37,0.0,2,3,158000,11.970350312009105
518,3608,2.5,3,0,0,0,4,8711,0,0,220,1,0,1,13,12,79.0,3,3,265000,12.487485104968359
519,2590,3.5,2,0,0,0,3,8613,1,0,36,1,0,0,9,9,0.0,2,3,211000,12.259613412458204
520,3356,1.5,3,0,0,0,4,9497,0,0,145,0,0,0,83,5,53.0,1,3,234000,12.363076394339839
521,1294,2.0,0,1,0,0,1,9562,3,0,544,0,1,0,108,8,60.0,0,3,106250,11.573550086786664
522,2488,1.5,2,0,0,0,3,10704,1,0,40,0,0,0,50,50,90.0,1,3,150000,11.918390573078392
523,2668,2.0,2,0,0,0,3,3936,0,0,60,1,0,0,59,56,50.0,2,3,159000,11.976659481202368
525,3777,3.5,4,0,0,0,4,10105,0,0,299,1,0,1,11,10,95.0,3,3,315750,12.662706040212738
526,2523,2.0,3,0,1,0,4,6052,0,0,182,1,0,0,1,1,62.0,2,3,176000,12.078239274020289
527,1856,1.0,0,0,0,0,2,11955,1,0,417,0,0,0,51,7,70.0,1,2,132000,11.790557201568507
528,4165,3.5,5,0,1,0,6,13280,0,0,192,1,0,1,0,0,67.0,3,3,446261,13.008659261632127
529,1133,2.0,1,1,0,0,1,8349,1,0,144,0,0,0,87,5,58.0,0,2,86000,11.362102575235644
530,4550,4.0,1,0,0,1,3,29953,0,0,200,1,0,0,50,32,0.0,2,4,200624,12.209187788430318
531,2970,3.0,3,0,0,0,3,8467,0,1,224,1,0,0,20,19,85.0,2,3,175000,12.072541252905651
532,1973,2.0,1,0,0,0,3,5320,1,0,84,1,0,0,88,9,60.0,2,3,128000,11.759785542901755
533,827,1.0,1,0,0,0,2,6373,0,0,0,0,0,0,55,3,60.0,1,2,107500,11.585246126549855
534,334,1.0,0,0,0,1,0,4666,3,0,0,0,0,0,61,57,50.0,0,1,39300,10.578979797857352
535,2121,2.5,4,0,1,0,5,8214,0,0,135,1,0,0,2,2,74.0,2,3,178000,12.089538829274222
536,2464,2.0,1,1,0,0,2,5947,1,0,233,0,1,0,98,17,70.0,0,3,107500,11.585246126549855
537,2604,2.5,2,0,0,0,4,7769,1,0,275,1,0,0,10,9,57.0,2,3,188000,12.144197241812087
538,1728,1.0,0,0,0,0,1,11655,1,0,216,1,0,0,36,36,0.0,2,3,111250,11.619535200028487
539,2210,1.5,0,0,0,0,2,9928,0,0,466,0,0,0,38,38,0.0,1,3,158000,11.970350312009105
540,3182,3.0,4,0,0,0,5,9642,0,0,180,1,0,0,9,8,0.0,2,3,272000,12.513557345278134
541,3676,3.0,5,0,1,0,6,12425,0,0,338,1,0,0,3,3,85.0,3,2,315000,12.66032791780777
542,3254,2.5,3,0,0,0,5,9947,0,0,56,1,0,1,7,7,0.0,3,4,248000,12.421184025147118
543,3330,3.0,5,0,0,0,4,8309,0,0,151,1,0,0,11,10,78.0,2,3,213250,12.270220465353926
544,1490,2.0,2,0,0,0,4,3131,1,0,160,0,1,0,9,9,34.0,1,1,133000,11.79810440720389
545,2150,3.5,4,0,1,0,4,16316,0,0,124,1,0,0,0,0,58.0,2,3,179665,12.09884928474215
546,3387,2.5,2,0,0,0,4,12460,1,0,0,1,0,0,18,18,0.0,3,4,229000,12.341477282536376
547,2700,1.5,2,0,0,0,3,7640,1,0,182,1,0,0,84,57,70.0,2,3,210000,12.254862809699606
548,1536,2.0,1,0,0,0,2,6372,1,0,104,1,0,0,37,37,54.0,2,2,129500,11.771436160121729
549,1650,2.0,0,1,0,0,2,7220,1,0,190,1,0,0,53,13,49.0,2,2,125000,11.736069016284437
550,3006,2.5,3,0,0,0,4,8099,0,0,364,1,0,0,6,5,75.0,2,4,263000,12.479909311159902
551,2138,2.0,0,0,0,0,3,2719,1,1,255,1,1,0,31,31,53.0,2,2,140000,11.84939770159144
552,1856,1.0,0,1,0,0,2,5072,2,0,0,0,0,0,51,51,50.0,1,3,112500,11.630708500626612
553,3426,2.0,4,0,1,0,5,9221,0,0,208,1,0,1,3,3,87.0,3,3,255500,12.450977688625896
554,1126,2.0,2,1,0,0,1,7555,1,0,96,1,0,0,60,6,67.0,2,2,108000,11.589886506106357
555,3044,3.5,4,0,0,0,4,9237,0,0,382,1,0,1,5,4,85.0,3,3,284000,12.556729517143344
556,2041,1.0,1,0,0,0,2,5216,1,0,116,0,0,0,84,56,58.0,1,2,113000,11.635143097694478
557,2184,2.0,1,0,0,0,2,13368,1,0,390,0,0,0,49,49,69.0,1,2,141000,11.856515169360305
558,1973,1.5,0,1,0,0,1,9976,1,0,167,0,0,0,86,56,60.0,1,3,108000,11.589886506106357
559,2175,3.0,3,0,0,0,4,20857,0,0,286,1,0,0,12,11,57.0,2,3,175000,12.072541252905651
560,2931,2.0,3,0,1,0,4,1476,0,0,163,1,1,0,3,2,0.0,2,2,234000,12.363076394339839
561,2784,2.5,1,0,0,0,2,9854,0,0,95,1,0,0,53,14,0.0,2,3,121500,11.70766954176274
562,2778,2.0,1,0,0,0,2,8343,0,0,278,1,0,0,32,31,77.0,2,2,170000,12.043553716032399
563,1992,2.0,2,1,0,0,2,12767,0,0,144,0,0,0,68,39,63.0,0,3,108000,11.589886506106357
564,2837,2.0,2,1,0,0,3,20365,0,0,252,1,0,0,90,58,66.0,2,4,185000,12.128111104060462
565,3390,3.5,4,0,0,0,4,12140,0,0,40,1,0,1,14,6,0.0,2,4,268000,12.498742259492994
566,2453,2.5,0,0,0,1,3,5815,3,0,202,0,0,0,95,60,66.0,1,4,128000,11.759785542901755
567,3626,2.5,3,0,1,0,6,9881,0,0,183,1,0,1,3,1,77.0,3,4,325000,12.691580461311874
568,3052,2.0,3,0,0,0,4,8636,1,0,0,1,0,1,6,6,70.0,2,3,214000,12.273731294003989
569,3628,2.5,4,0,0,0,5,10442,0,0,389,1,0,0,26,0,79.0,2,1,316600,12.66539442642905
570,1886,2.0,2,0,0,0,2,6047,0,0,42,1,1,0,27,27,0.0,2,2,135960,11.820116003810051
571,3456,2.0,0,0,0,0,2,11373,1,0,0,1,1,0,43,43,74.0,2,6,142600,11.867798786962332
572,1728,2.0,2,0,0,0,3,6300,1,1,168,0,0,0,47,47,60.0,1,2,120000,11.695247021764184
573,2538,2.5,2,0,1,0,4,11991,1,0,322,1,0,0,0,0,83.0,2,3,224500,12.321630986164447
574,1814,2.5,2,0,0,0,4,9093,0,0,100,1,0,0,7,7,76.0,2,3,170000,12.043553716032399
575,1481,1.5,0,0,0,0,2,9889,1,0,35,0,0,0,36,2,70.0,1,3,139000,11.842229212112828
576,2048,1.0,0,0,0,0,2,7388,1,1,260,0,0,0,61,58,80.0,1,2,118500,11.682668239557323
577,2338,2.5,1,0,0,0,4,5365,0,0,50,0,0,0,81,59,52.0,1,3,145000,11.884489021402711
578,2484,2.0,1,0,0,0,2,9989,0,1,468,1,0,0,40,40,96.0,2,3,164500,12.010665849187564
579,2081,2.0,2,0,1,0,4,2799,1,1,102,1,1,0,1,1,34.0,2,2,146000,11.891361900690473
580,2845,2.0,1,1,0,0,2,11100,3,0,0,0,0,0,54,54,81.0,1,4,131500,11.786762130599957
581,2573,1.5,3,0,0,0,3,12830,0,0,326,1,0,0,47,20,0.0,2,3,181900,12.111212364506214
582,4084,2.5,4,0,1,0,5,10572,0,0,90,1,0,1,1,0,98.0,3,3,253293,12.442302200392747
583,1632,2.0,1,1,0,0,3,10993,1,0,32,0,1,0,17,17,81.0,0,3,118500,11.682668239557323
584,4012,3.5,2,1,0,0,7,11372,0,0,607,1,0,0,115,8,75.0,2,3,325000,12.691580461311874
585,2457,1.0,2,0,0,0,1,4957,1,0,174,0,0,0,74,14,51.0,1,3,133000,11.79810440720389
586,3896,3.0,5,0,1,0,5,9023,0,0,392,1,0,0,1,0,88.0,3,2,369900,12.820987977820545
587,1654,2.0,1,0,0,0,3,9317,1,0,112,0,0,0,90,8,55.0,1,2,130000,11.77528972943772
588,1700,2.0,0,0,0,0,2,7880,1,0,0,1,0,0,27,27,74.0,2,2,137000,11.827736204810263
589,2910,3.0,4,0,0,0,2,23514,0,0,108,0,0,0,41,6,65.0,1,1,143000,11.870599909242044
590,1521,1.0,0,0,0,0,2,8321,2,0,0,0,0,0,78,48,50.0,1,2,79500,11.283512300642423
591,2352,2.5,3,0,1,0,4,7505,1,0,45,1,0,0,4,4,64.0,2,3,185900,12.132964173709535
592,4018,3.5,5,0,1,0,7,11094,0,0,656,1,0,1,1,1,97.0,3,3,451950,13.021326833226556
593,1632,2.0,2,0,0,0,2,5784,1,0,0,1,0,0,26,5,60.0,2,2,138000,11.835008964139341
594,1696,2.0,3,0,0,0,3,3447,1,0,140,1,1,0,6,6,0.0,2,1,140000,11.84939770159144
595,1848,1.0,0,0,0,0,2,7066,1,0,0,0,0,0,33,33,88.0,1,3,110000,11.608235644774552
596,3640,3.0,4,0,1,0,5,9101,0,0,375,1,0,1,1,0,69.0,3,3,319000,12.672946381766982
597,2052,1.0,1,1,0,0,3,2758,3,0,158,0,0,0,96,13,60.0,1,3,114504,11.648365035864053
598,2660,2.0,4,0,1,0,4,2384,0,0,136,1,1,0,1,0,53.0,3,2,194201,12.17664898415669
599,3077,3.0,3,0,0,0,2,11337,0,0,0,1,0,0,29,29,80.0,2,3,217500,12.289954129510877
600,2272,3.5,2,0,0,0,3,1073,0,0,161,1,1,0,28,28,24.0,2,3,151000,11.925035115797062
601,2962,3.5,4,0,1,0,5,9630,0,0,239,1,0,1,1,1,74.0,2,3,275000,12.524526376648708
602,2155,1.5,2,1,0,0,3,7932,0,0,288,0,0,0,70,57,50.0,1,3,141000,11.856515169360305
603,2823,3.5,4,0,0,0,5,8844,0,1,270,1,0,0,14,14,80.0,2,3,220000,12.301382825334498
604,1800,2.5,2,0,0,0,4,2410,1,0,172,1,1,0,6,5,30.0,2,2,151000,11.925035115797062
605,2988,3.0,4,0,0,0,4,11081,0,0,228,1,0,0,6,6,88.0,2,3,221000,12.30591798049989
606,2754,2.5,0,0,0,0,4,12183,0,0,231,1,0,0,44,19,85.0,2,3,205000,12.230765258120545
607,2080,2.0,2,0,0,0,2,11256,1,0,168,1,0,0,13,13,82.0,2,3,152000,11.931635799828413
608,2904,4.0,3,1,0,0,2,6585,1,0,103,0,0,0,58,4,78.0,1,3,225000,12.323855681186558
609,4159,2.5,1,0,0,0,5,10228,0,0,0,1,0,0,73,9,78.0,2,4,359100,12.791356180214175
610,2058,2.0,0,0,0,0,1,6811,1,0,103,0,0,0,46,46,61.0,1,3,118500,11.682668239557323
611,3593,3.5,5,0,0,0,6,9179,0,0,395,1,0,0,9,9,0.0,3,3,313000,12.65395846952229
612,2064,2.5,1,0,0,0,3,9363,0,0,0,1,0,0,29,29,0.0,2,3,148000,11.904967552746252
613,3171,3.5,4,0,0,0,5,10304,0,0,282,1,0,0,8,8,0.0,2,3,261500,12.474189562487116
614,2240,1.0,1,0,1,0,2,7252,1,0,30,0,0,0,0,0,70.0,0,3,147000,11.898187865760873
615,1260,2.0,2,1,0,0,1,741,1,0,120,0,1,0,38,38,21.0,0,1,75500,11.231887935237117
616,1990,2.0,3,0,0,0,3,7626,1,1,120,1,0,0,47,47,80.0,2,3,137500,11.831379196088763
617,2292,3.5,4,0,1,0,3,6879,0,0,175,1,0,0,4,3,0.0,2,3,183200,12.118333731222167
618,1664,1.0,1,0,0,0,3,6395,1,0,0,1,0,0,54,54,59.0,2,2,105500,11.566466231898259
619,3650,2.0,5,0,1,0,6,9498,0,0,368,1,0,1,0,0,90.0,3,3,314813,12.659734090733718
620,3744,3.5,4,0,0,0,5,10594,0,0,168,1,0,0,5,5,85.0,3,4,305000,12.628067055589549
621,1728,2.0,0,1,0,1,0,7284,3,0,100,0,0,0,94,58,45.0,0,2,67000,11.112447898373103
622,4136,2.5,1,0,0,0,3,8971,0,0,281,1,0,0,34,11,90.0,2,4,240000,12.388394202324129
623,1960,1.0,0,0,0,0,2,5892,1,0,192,1,0,0,32,32,71.0,2,3,135000,11.813030057420567
624,2268,2.5,4,0,0,0,3,1329,0,0,32,1,1,0,7,7,0.0,2,2,168500,12.034691028774553
625,2522,3.0,1,0,0,0,3,9093,0,0,295,1,0,0,34,34,80.0,2,4,165150,12.014609430818936
626,2232,1.5,0,0,0,0,3,8499,1,0,385,1,0,0,48,48,87.0,2,3,160000,11.982929094215963
627,2400,1.0,1,0,0,0,2,10884,0,0,36,0,0,0,47,29,0.0,1,3,139900,11.848683160653573
628,2676,2.0,2,0,0,0,3,7891,0,0,189,0,0,0,55,38,80.0,1,3,153000,11.938193200374572
629,3120,2.5,1,0,0,0,2,10231,0,0,335,1,0,0,38,38,70.0,2,5,135000,11.813030057420567
630,2598,2.5,1,0,0,0,3,7494,1,0,176,1,0,0,44,44,82.0,2,3,168500,12.034691028774553
631,2386,1.0,1,1,0,0,2,7618,2,1,293,0,0,0,126,15,50.0,1,3,124000,11.728036844587175
632,3108,2.0,4,0,1,0,5,2807,0,0,229,1,1,1,1,1,34.0,2,2,209500,12.25247901834433
633,2797,2.0,1,0,0,0,4,10297,0,0,192,1,0,0,32,32,85.0,2,3,82500,11.320553572322773
634,2112,1.5,0,0,0,0,2,7804,1,0,390,0,0,0,53,2,80.0,1,3,139400,11.845102777308561
635,2112,2.0,1,1,0,0,3,5603,1,0,320,1,1,0,30,30,64.0,2,0,144000,11.877568578558138
636,4320,2.0,1,0,0,0,3,9346,2,1,110,0,1,0,93,12,60.0,0,8,200000,12.206072645530174
637,1064,1.0,0,0,0,1,0,5320,2,0,0,0,0,0,73,59,51.0,0,1,60000,11.002099841204238
638,2198,2.0,1,1,0,1,2,5189,2,0,0,0,1,0,55,55,50.0,1,3,93000,11.440354772135393
639,1592,1.0,0,1,0,0,2,7489,2,0,492,0,0,0,98,58,67.0,0,2,85000,11.350406535472453
640,3087,3.0,4,0,1,0,5,2103,0,0,312,1,1,0,0,0,53.0,3,1,264561,12.485827127509431
641,3036,1.5,5,0,0,0,5,10834,0,0,325,1,1,1,5,4,62.0,2,1,274000,12.520883385370206
642,2986,3.5,4,0,0,0,4,5758,0,0,235,1,0,0,6,6,0.0,2,3,226000,12.328290278254423
643,4656,3.5,3,0,0,0,5,11480,0,0,380,1,0,0,37,14,75.0,2,4,345000,12.751299696013497
644,2400,2.5,1,0,0,0,2,9805,1,0,208,1,0,0,38,38,80.0,2,4,152000,11.931635799828413
645,3532,3.5,5,0,1,0,6,7096,0,0,325,1,0,0,0,0,85.0,3,2,370878,12.823628446539173
646,1962,2.5,0,0,0,0,3,9197,1,0,352,1,0,0,36,36,0.0,2,3,143250,11.872346634576987
647,1048,1.0,0,0,0,0,2,6125,1,0,27,1,0,0,58,58,60.0,2,3,98300,11.495779306135258
648,2188,1.0,2,1,0,0,3,9071,0,0,287,1,0,0,55,55,85.0,2,3,155000,11.951180395901384
649,2595,1.5,1,0,0,0,3,6309,0,0,340,1,0,0,44,44,70.0,2,4,155000,11.951180395901384
650,1260,2.0,1,1,0,0,1,1306,1,0,0,0,1,0,37,37,21.0,0,1,84500,11.344506813345266
651,2478,2.5,2,0,1,0,4,7303,1,0,0,1,0,0,1,1,65.0,2,3,205950,12.235388699864227
652,2265,2.0,1,1,0,0,1,8209,0,0,120,0,0,0,69,59,60.0,1,4,108000,11.589886506106357
653,2596,2.5,3,0,0,0,4,7721,0,0,120,1,0,0,13,13,70.0,2,2,191000,12.160028707028767
654,2225,1.0,1,1,0,0,3,9268,1,0,296,0,0,0,102,13,60.0,1,3,135000,11.813030057420567
655,4222,3.5,4,0,0,0,5,8042,0,0,282,1,0,1,13,13,91.0,3,2,350000,12.765688433465597
656,1617,1.5,0,1,0,0,3,1155,1,0,0,0,1,0,39,39,21.0,1,3,88000,11.385092093460344
657,2106,2.5,2,0,0,0,2,8954,1,0,0,0,0,0,49,2,72.0,1,3,145500,11.887931365593685
658,2278,1.5,1,0,0,0,4,6237,0,0,112,0,0,0,77,8,60.0,1,3,149000,11.911701584927597
659,2370,1.5,1,0,0,0,3,16399,0,1,192,0,0,0,62,60,78.0,1,3,97500,11.487607656985938
660,2972,2.0,1,1,0,0,2,8451,1,0,0,1,0,0,45,10,75.0,2,3,167000,12.025749091398891
661,2728,2.5,1,0,0,0,4,10877,0,0,365,1,0,0,31,31,0.0,2,3,197900,12.195517131590657
662,4077,3.5,4,0,0,0,5,44310,0,0,593,1,0,1,15,4,52.0,3,4,402000,12.904207367601158
663,2784,2.0,1,0,0,1,3,11928,0,0,240,1,0,0,41,41,120.0,2,2,110000,11.608235644774552
664,2319,3.0,0,1,0,0,1,8651,1,0,180,1,0,0,36,36,90.0,2,3,137500,11.831379196088763
665,4174,2.5,5,0,1,0,5,18340,0,0,459,1,0,0,1,0,49.0,3,1,423000,12.955127458028414
666,3342,2.5,3,0,0,0,5,9428,0,0,312,1,0,0,6,6,106.0,2,3,230500,12.348006141418841
667,3401,2.5,0,0,0,0,3,16720,0,1,265,1,0,0,42,28,0.0,2,3,129000,11.76756768334381
668,3087,3.0,3,0,0,0,3,6180,0,0,266,1,0,0,14,10,65.0,2,3,193500,12.173032791451973
669,2625,2.5,1,0,0,0,2,12434,0,0,304,1,0,0,50,19,0.0,2,3,168000,12.031719258385396
670,1880,1.0,2,0,0,0,1,10353,0,0,67,0,0,0,84,56,80.0,1,2,137500,11.831379196088763
671,2214,3.5,3,0,1,0,3,7760,1,0,135,1,0,0,4,4,64.0,2,3,173500,12.063932878369052
672,2041,3.0,0,1,0,0,3,5785,2,0,147,0,0,0,84,59,54.0,1,3,103600,11.54829260880752
673,2416,2.5,1,0,0,0,3,9802,0,0,240,1,0,0,29,29,0.0,2,3,165000,12.013700752882718
674,3316,3.0,4,0,0,0,3,12316,0,0,287,1,0,0,50,3,110.0,2,3,257500,12.458774999085929
675,2272,2.0,1,0,0,0,3,7638,0,0,426,0,0,0,43,43,80.0,1,3,140000,11.84939770159144
676,2296,2.5,1,0,0,0,3,1406,0,0,28,1,1,0,31,31,24.0,2,3,148500,11.908340237224891
677,2869,3.0,0,1,0,1,1,8415,2,0,90,1,0,0,106,56,60.0,3,4,87000,11.37366339763672
678,1560,1.0,2,1,0,0,2,7794,1,0,436,0,0,0,85,3,52.0,1,2,109500,11.603679828238693
679,4092,2.5,4,0,1,0,5,9394,0,0,404,1,0,1,1,1,80.0,3,3,372500,12.827992316801751
680,1976,2.0,0,0,0,0,2,8957,1,0,0,1,0,0,46,46,0.0,2,3,128500,11.763684183317412
681,1846,2.0,1,0,0,0,3,7009,0,0,80,0,1,0,30,30,50.0,1,2,143000,11.870599909242044
682,2313,1.0,1,0,0,0,2,3596,1,1,56,0,0,0,77,9,55.0,1,3,159434,11.979385322467598
683,2582,2.0,4,0,0,0,3,1289,0,0,307,1,0,0,12,11,0.0,2,2,173000,12.061046873479915
684,3294,3.0,4,0,0,0,6,9278,0,0,302,1,0,0,5,5,90.0,3,3,285000,12.560244459250788
685,3034,2.5,0,0,0,0,4,15494,1,0,81,1,0,1,12,12,58.0,2,4,221000,12.30591798049989
686,3280,3.0,3,0,0,0,4,3653,0,0,219,1,1,1,23,23,0.0,2,3,207500,12.24288661865289
687,2635,3.0,2,0,1,0,4,9084,1,0,249,1,0,0,0,0,84.0,2,3,227875,12.336552511980964
688,1653,2.5,3,0,1,0,4,4494,1,0,60,1,1,0,3,3,0.0,2,2,148800,11.910358401381128
689,2838,3.0,4,0,1,0,5,6530,0,0,140,1,0,1,0,0,60.0,2,2,392000,12.8790171187726
690,2724,2.0,3,0,1,0,3,5995,0,0,220,1,1,1,2,1,61.0,2,2,194700,12.17921519136029
691,1696,2.0,4,0,1,0,3,3429,0,0,149,1,1,0,4,4,0.0,2,1,141000,11.856515169360305
692,6760,4.0,5,0,0,0,7,18659,0,0,432,1,0,1,13,12,104.0,3,4,755000,13.534473028231162
693,3729,3.5,4,0,0,0,4,24593,0,0,347,1,0,0,17,16,42.0,2,4,335000,12.721885810807203
694,2146,1.0,1,1,0,0,2,4215,1,1,112,0,0,0,85,38,60.0,1,2,108480,11.594321103174222
695,2466,1.5,0,0,0,0,2,4941,1,0,112,1,0,0,73,59,51.0,2,3,141500,11.86005499606543
696,2249,3.0,3,0,0,0,3,12549,0,0,125,1,0,0,19,19,54.0,2,2,176000,12.078239274020289
697,1232,1.0,0,0,0,0,2,5255,1,0,129,0,0,0,85,56,50.0,1,2,89000,11.396391648714276
698,2128,1.5,1,1,0,0,2,5272,2,0,0,0,0,0,54,54,57.0,1,2,123500,11.72399643505017
699,1788,2.0,3,0,0,0,2,6996,0,0,560,0,0,0,45,1,65.0,1,3,138500,11.83862560460953
700,2782,2.0,3,0,1,0,4,2577,1,0,314,1,1,0,4,4,59.0,2,2,196000,12.185869938212655
701,3600,3.0,5,0,1,0,5,12183,0,0,348,1,0,0,4,4,85.0,3,3,312500,12.652359748158593
702,2328,1.5,0,0,0,0,4,8436,1,0,0,1,0,0,37,37,80.0,2,3,140000,11.84939770159144
703,3810,2.5,4,0,1,0,5,10750,0,0,424,1,0,1,0,0,82.0,3,4,361919,12.799175708864519
704,2172,2.0,1,1,0,0,2,6214,0,0,384,1,1,0,110,14,76.0,2,4,140000,11.84939770159144
705,2957,3.0,3,0,0,0,4,6737,1,0,179,1,0,0,6,5,70.0,2,3,213000,12.269047444691562
706,1092,2.0,0,1,0,0,1,5228,2,0,0,0,1,0,80,60,70.0,0,3,55000,10.915088464214607
707,3467,3.0,3,0,0,0,4,112897,0,0,428,1,0,0,36,5,0.0,2,2,302000,12.618182296357007
708,2648,3.0,4,0,1,0,5,4686,0,0,230,1,1,1,3,3,48.0,2,2,254000,12.445089546000673
709,2184,2.5,3,0,1,0,4,8166,0,0,124,1,0,0,0,0,65.0,2,3,179540,12.09815330331068
710,1780,1.0,0,0,0,0,2,6258,1,1,0,0,0,0,42,42,0.0,1,3,109900,11.607326140391713
711,999,1.0,0,0,0,0,0,3401,1,0,0,0,0,0,73,5,56.0,0,2,52000,10.858998997563564
712,2037,1.0,0,1,0,0,1,7687,1,1,166,0,0,0,110,60,66.0,1,2,102776,11.540307141711446
713,2456,3.0,3,0,0,0,5,3155,0,0,288,1,1,1,20,19,40.0,2,2,189000,12.14950229404178
714,1920,2.0,0,0,0,0,1,8625,2,0,288,1,1,0,36,36,60.0,2,3,129000,11.76756768334381
715,2204,2.5,3,0,0,0,3,12748,1,0,44,1,0,0,34,5,0.0,2,3,130500,11.779128505744886
716,2414,2.0,1,0,0,0,3,8790,0,0,0,1,0,0,35,35,78.0,2,3,165000,12.013700752882718
717,3272,1.5,1,1,0,0,4,9033,1,0,191,1,0,0,117,9,60.0,2,3,159500,11.979799201207037
718,2354,2.0,1,0,0,0,2,8598,0,0,224,1,0,0,35,8,80.0,2,3,157000,11.964001084330445
719,3729,3.5,4,0,0,0,4,8597,0,0,620,1,0,1,15,14,96.0,3,3,341000,12.739637756265655
720,1942,1.5,0,0,0,0,2,8949,0,0,0,0,0,0,37,37,69.0,1,3,128500,11.763684183317412
721,3484,3.0,3,0,0,0,5,4445,0,0,376,1,0,1,21,21,0.0,2,2,275000,12.524526376648708
722,1696,2.0,3,0,0,0,3,3418,1,0,160,1,1,0,6,6,0.0,2,1,143000,11.870599909242044
723,1728,1.0,1,0,0,0,1,7256,1,0,0,1,0,0,39,39,70.0,2,3,124500,11.732060994886899
724,2411,2.0,1,1,0,0,1,7019,1,0,156,0,0,0,54,36,60.0,1,4,135000,11.813030057420567
